severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MINOR	2026-06-25T19:40:56+0000		80.0	chat02jselvis@gmail.com	java:S1481	backend-astramaco	5min		"Remove this unused ""transportista"" local variable."	2026-06-25T11:58:36+0000	CODE_SMELL	true	"unused / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=80.0, endLine=80.0, startOffset=22.0, endOffset=35.0}	5min	AZ8ATP3zL918jjhl3eOz	6d3c01a3ffc6c6eba2093a32e36bd4e4	OPEN
CRITICAL	2026-06-25T19:40:56+0000		84.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	4min		Use already-defined constant 'CARGA_NO_REGISTRADA' instead of duplicating its value here.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=84.0, endLine=84.0, startOffset=65.0, endOffset=109.0}	4min	AZ8ATP3zL918jjhl3eOo	d50d137346f39b5a49faa52f7fcb804e	OPEN
MAJOR	2026-06-25T19:40:56+0000		106.0	chat02jselvis@gmail.com	java:S1854	backend-astramaco	15min		"Remove this useless assignment to local variable ""transportista""."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / unused / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=106.0, endLine=106.0, startOffset=36.0, endOffset=77.0}	15min	AZ8ATP3zL918jjhl3eO0	6d3c01a3ffc6c6eba2093a32e36bd4e4	OPEN
MINOR	2026-06-25T19:40:56+0000		106.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=106.0, endLine=106.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP3zL918jjhl3eO1	6d3c01a3ffc6c6eba2093a32e36bd4e4	OPEN
MINOR	2026-06-25T19:40:56+0000		106.0	chat02jselvis@gmail.com	java:S1481	backend-astramaco	5min		"Remove this unused ""transportista"" local variable."	2026-06-25T11:58:36+0000	CODE_SMELL	true	"unused / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=106.0, endLine=106.0, startOffset=22.0, endOffset=35.0}	5min	AZ8ATP3zL918jjhl3eO2	6d3c01a3ffc6c6eba2093a32e36bd4e4	OPEN
CRITICAL	2026-06-25T19:40:56+0000		156.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""Carga no encontrada con ID: "" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=156.0, endLine=156.0, startOffset=65.0, endOffset=95.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=192.0, endLine=192.0, startOffset=65.0, endOffset=95.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=219.0, endLine=219.0, startOffset=65.0, endOffset=95.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=250.0, endLine=250.0, startOffset=65.0, endOffset=95.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=156.0, endLine=156.0, startOffset=65.0, endOffset=95.0}	10min	AZ8ATP3zL918jjhl3eOs	754aca9dcdd58179e01b43e297b3bbff	OPEN
MAJOR	2026-06-25T19:40:56+0000		222.0	chat02jselvis@gmail.com	java:S112	backend-astramaco	20min		Define and throw a dedicated exception instead of using a generic one.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=222.0, endLine=222.0, startOffset=22.0, endOffset=38.0}	20min	AZ8ATP3zL918jjhl3eOm	03fca22b5ea3e515e64e75e60ba2933e	OPEN
MAJOR	2026-06-25T19:40:56+0000		291.0	chat02jselvis@gmail.com	java:S1172	backend-astramaco	5min		"Remove this unused method parameter ""observacion""."	2026-06-25T11:58:36+0000	CODE_SMELL	true	"cert / unused / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=291.0, endLine=291.0, startOffset=68.0, endOffset=79.0}	5min	AZ8ATP30L918jjhl3eO5	565ea6d9efd83b15c601c1093eec4dbb	OPEN
MAJOR	2026-06-25T19:40:56+0000		305.0	chat02jselvis@gmail.com	java:S1141	backend-astramaco	20min		Extract this nested try block into a separate method.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"confusing / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=292.0, endLine=292.0, startOffset=8.0, endOffset=11.0}, msg=Nesting + 1, msgFormattings=[]}]} / "	MAIN	{startLine=305.0, endLine=305.0, startOffset=16.0, endOffset=19.0}	20min	AZ8ATP3zL918jjhl3eOt	80d5b17efc16ace990c07580fc3e85eb	OPEN
CRITICAL	2026-06-25T19:40:56+0000		308.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""tipoMaterial"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=308.0, endLine=308.0, startOffset=31.0, endOffset=45.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=326.0, endLine=326.0, startOffset=31.0, endOffset=45.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=365.0, endLine=365.0, startOffset=27.0, endOffset=41.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=373.0, endLine=373.0, startOffset=27.0, endOffset=41.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=308.0, endLine=308.0, startOffset=31.0, endOffset=45.0}	10min	AZ8ATP3zL918jjhl3eOp	42856eec0f4d57049847c314cf24d52d	OPEN
CRITICAL	2026-06-25T19:40:56+0000		309.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""cantidadDisponible"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=309.0, endLine=309.0, startOffset=31.0, endOffset=51.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=327.0, endLine=327.0, startOffset=31.0, endOffset=51.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=366.0, endLine=366.0, startOffset=27.0, endOffset=47.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=374.0, endLine=374.0, startOffset=27.0, endOffset=47.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=309.0, endLine=309.0, startOffset=31.0, endOffset=51.0}	10min	AZ8ATP3zL918jjhl3eOr	a9cb9160b9a798a80978830667770835	OPEN
CRITICAL	2026-06-25T19:40:56+0000		310.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""createdAt"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=310.0, endLine=310.0, startOffset=31.0, endOffset=42.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=328.0, endLine=328.0, startOffset=31.0, endOffset=42.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=367.0, endLine=367.0, startOffset=27.0, endOffset=38.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=375.0, endLine=375.0, startOffset=27.0, endOffset=38.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=310.0, endLine=310.0, startOffset=31.0, endOffset=42.0}	10min	AZ8ATP3zL918jjhl3eOn	cd018803b1e3cb7a7d1765bee307beba	OPEN
MAJOR	2026-06-25T19:40:56+0000		323.0	chat02jselvis@gmail.com	java:S1141	backend-astramaco	20min		Extract this nested try block into a separate method.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"confusing / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=292.0, endLine=292.0, startOffset=8.0, endOffset=11.0}, msg=Nesting + 1, msgFormattings=[]}]} / "	MAIN	{startLine=323.0, endLine=323.0, startOffset=16.0, endOffset=19.0}	20min	AZ8ATP3zL918jjhl3eOu	80d5b17efc16ace990c07580fc3e85eb	OPEN
MAJOR	2026-06-25T19:40:56+0000		362.0	chat02jselvis@gmail.com	java:S1141	backend-astramaco	20min		Extract this nested try block into a separate method.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"confusing / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=345.0, endLine=345.0, startOffset=8.0, endOffset=11.0}, msg=Nesting + 1, msgFormattings=[]}]} / "	MAIN	{startLine=362.0, endLine=362.0, startOffset=12.0, endOffset=15.0}	20min	AZ8ATP3zL918jjhl3eOv	80d5b17efc16ace990c07580fc3e85eb	OPEN
CRITICAL	2026-06-25T19:40:56+0000		402.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	8min		"Define a constant instead of duplicating this literal ""unknown"" 3 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=402.0, endLine=402.0, startOffset=46.0, endOffset=55.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=405.0, endLine=405.0, startOffset=46.0, endOffset=55.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java, textRange={startLine=408.0, endLine=408.0, startOffset=46.0, endOffset=55.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=402.0, endLine=402.0, startOffset=46.0, endOffset=55.0}	8min	AZ8ATP3zL918jjhl3eOq	104000ffbad61eed6f595e196b930ee2	OPEN
MINOR	2026-06-25T19:40:56+0000		43.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java		MAIN	{startLine=43.0, endLine=43.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP4FL918jjhl3ePQ	6f9a12aa2ede4280ac891d06617adc4f	OPEN
CRITICAL	2026-06-25T19:40:56+0000		77.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	14min		"Define a constant instead of duplicating this literal "" no encontrado"" 6 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=77.0, endLine=77.0, startOffset=92.0, endOffset=108.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=118.0, endLine=118.0, startOffset=101.0, endOffset=117.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=160.0, endLine=160.0, startOffset=92.0, endOffset=108.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=184.0, endLine=184.0, startOffset=101.0, endOffset=117.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=216.0, endLine=216.0, startOffset=92.0, endOffset=108.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=248.0, endLine=248.0, startOffset=92.0, endOffset=108.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=77.0, endLine=77.0, startOffset=92.0, endOffset=108.0}	14min	AZ8ATP4FL918jjhl3ePH	5c9233e2572d4b1e172db6c54f35edd4	OPEN
CRITICAL	2026-06-25T19:40:56+0000		77.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	14min		"Define a constant instead of duplicating this literal ""Documento con ID "" 6 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=77.0, endLine=77.0, startOffset=65.0, endOffset=84.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=118.0, endLine=118.0, startOffset=65.0, endOffset=84.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=160.0, endLine=160.0, startOffset=65.0, endOffset=84.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=184.0, endLine=184.0, startOffset=65.0, endOffset=84.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=216.0, endLine=216.0, startOffset=65.0, endOffset=84.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=248.0, endLine=248.0, startOffset=65.0, endOffset=84.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=77.0, endLine=77.0, startOffset=65.0, endOffset=84.0}	14min	AZ8ATP4FL918jjhl3ePJ	5c9233e2572d4b1e172db6c54f35edd4	OPEN
MAJOR	2026-06-25T19:40:56+0000		101.0	chat02jselvis@gmail.com	java:S112	backend-astramaco	20min		Define and throw a dedicated exception instead of using a generic one.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java		MAIN	{startLine=101.0, endLine=101.0, startOffset=22.0, endOffset=38.0}	20min	AZ8ATP4FL918jjhl3ePA	a53a905c99c1e6b174b3594ee1095e26	OPEN
MINOR	2026-06-25T19:40:56+0000		173.0	chat02jselvis@gmail.com	java:S5411	backend-astramaco	5min		Use a primitive boolean expression here.	2026-06-25T11:58:36+0000	CODE_SMELL	true	"pitfall / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java		MAIN	{startLine=173.0, endLine=173.0, startOffset=42.0, endOffset=48.0}	5min	AZ8ATP4FL918jjhl3ePP	db042001c39e9f1376a46b181e663211	OPEN
MAJOR	2026-06-25T19:40:56+0000		187.0	chat02jselvis@gmail.com	java:S112	backend-astramaco	20min		Define and throw a dedicated exception instead of using a generic one.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java		MAIN	{startLine=187.0, endLine=187.0, startOffset=22.0, endOffset=38.0}	20min	AZ8ATP4FL918jjhl3ePB	c3ee1c01c3079cafd1018a75d4eedadf	OPEN
MAJOR	2026-06-25T19:40:56+0000		219.0	chat02jselvis@gmail.com	java:S112	backend-astramaco	20min		Define and throw a dedicated exception instead of using a generic one.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java		MAIN	{startLine=219.0, endLine=219.0, startOffset=22.0, endOffset=38.0}	20min	AZ8ATP4FL918jjhl3ePC	0e6b31ea9d184f5125c82a981f0bd70d	OPEN
MAJOR	2026-06-25T19:40:56+0000		311.0	chat02jselvis@gmail.com	java:S1172	backend-astramaco	5min		"Remove this unused method parameter ""observacion""."	2026-06-25T11:58:36+0000	CODE_SMELL	true	"cert / unused / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java		MAIN	{startLine=311.0, endLine=311.0, startOffset=92.0, endOffset=103.0}	5min	AZ8ATP4FL918jjhl3ePR	ae40b01e8d2ee389f7e15242e21c3d01	OPEN
MAJOR	2026-06-25T19:40:56+0000		328.0	chat02jselvis@gmail.com	java:S1141	backend-astramaco	20min		Extract this nested try block into a separate method.	2026-06-25T11:58:36+0000	CODE_SMELL	false	"confusing / error-handling / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=312.0, endLine=312.0, startOffset=8.0, endOffset=11.0}, msg=Nesting + 1, msgFormattings=[]}]} / "	MAIN	{startLine=328.0, endLine=328.0, startOffset=16.0, endOffset=19.0}	20min	AZ8ATP4FL918jjhl3ePM	80d5b17efc16ace990c07580fc3e85eb	OPEN
CRITICAL	2026-06-25T19:40:56+0000		331.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""tipoDocumento"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=331.0, endLine=331.0, startOffset=31.0, endOffset=46.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=355.0, endLine=355.0, startOffset=31.0, endOffset=46.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=404.0, endLine=404.0, startOffset=27.0, endOffset=42.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=415.0, endLine=415.0, startOffset=27.0, endOffset=42.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=331.0, endLine=331.0, startOffset=31.0, endOffset=46.0}	10min	AZ8ATP4FL918jjhl3ePF	95dc6ee3aa88db0eadda969d45c84ad6	OPEN
CRITICAL	2026-06-25T19:40:56+0000		332.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""valor"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=332.0, endLine=332.0, startOffset=31.0, endOffset=38.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=356.0, endLine=356.0, startOffset=31.0, endOffset=38.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=405.0, endLine=405.0, startOffset=27.0, endOffset=34.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=416.0, endLine=416.0, startOffset=27.0, endOffset=34.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=332.0, endLine=332.0, startOffset=31.0, endOffset=38.0}	10min	AZ8ATP4FL918jjhl3ePL	91f014ba1ee14cb4b490a97cb9df93aa	OPEN
CRITICAL	2026-06-25T19:40:56+0000		333.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""fechaEmision"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=333.0, endLine=333.0, startOffset=31.0, endOffset=45.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=357.0, endLine=357.0, startOffset=31.0, endOffset=45.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=406.0, endLine=406.0, startOffset=27.0, endOffset=41.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=417.0, endLine=417.0, startOffset=27.0, endOffset=41.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=333.0, endLine=333.0, startOffset=31.0, endOffset=45.0}	10min	AZ8ATP4FL918jjhl3ePE	345130f0dc2e92c220ef2e071eaae2f8	OPEN
CRITICAL	2026-06-25T19:40:56+0000		334.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""fechaVencimiento"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=334.0, endLine=334.0, startOffset=31.0, endOffset=49.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=358.0, endLine=358.0, startOffset=31.0, endOffset=49.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=407.0, endLine=407.0, startOffset=27.0, endOffset=45.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=418.0, endLine=418.0, startOffset=27.0, endOffset=45.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=334.0, endLine=334.0, startOffset=31.0, endOffset=49.0}	10min	AZ8ATP4FL918jjhl3ePK	2c12c44a5b3f10c6a97ca33283e4bfaf	OPEN
CRITICAL	2026-06-25T19:40:56+0000		335.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""activo"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=335.0, endLine=335.0, startOffset=31.0, endOffset=39.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=359.0, endLine=359.0, startOffset=31.0, endOffset=39.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=408.0, endLine=408.0, startOffset=27.0, endOffset=35.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=419.0, endLine=419.0, startOffset=27.0, endOffset=35.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=335.0, endLine=335.0, startOffset=31.0, endOffset=39.0}	10min	AZ8ATP4FL918jjhl3ePG	837c9aecc6d71a32be0cc27b739244e6	OPEN
CRITICAL	2026-06-25T19:40:56+0000		336.0	chat02jselvis@gmail.com	java:S1192	backend-astramaco	10min		"Define a constant instead of duplicating this literal ""createdAt"" 4 times."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"design / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java	"{locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=336.0, endLine=336.0, startOffset=31.0, endOffset=42.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=360.0, endLine=360.0, startOffset=31.0, endOffset=42.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=409.0, endLine=409.0, startOffset=27.0, endOffset=38.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=backend-astramaco:src/main/java/com/example/backendastramaco/service/DocumentoPersonalService.java, textRange={startLine=420.0, endLine=420.0, startOffset=27.0, endOffset=38.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=336.0, endLine=336.0, startOffset=31.0, endOffset=42.0}	10min	AZ8ATP4FL918jjhl3ePD	cd018803b1e3cb7a7d1765bee307beba	OPEN
